#E. coli strain K12
%4639221
!strand	slot	start	stop	opacity	thickness	type	label	mouseover
forward	1	533140	534921	1	1	gene	gcl	gcl 533140-534921
forward	1	2597860	2598498	1	1	gene	gcvR	gcvR 2597860-2598498
forward	1	3126287	3127051	1	1	gene	glcC	glcC 3126287-3127051
forward	1	471822	472160	1	1	gene	glnK	glnK 471822-472160
forward	1	2350667	2352295	1	1	gene	glpA	glpA 2350667-2352295
forward	1	2352285	2353544	1	1	gene	glpB	glpB 2352285-2353544
forward	1	2353541	2354731	1	1	gene	glpC	glpC 2353541-2354731
forward	1	3559646	3561151	1	1	gene	glpD	glpD 3559646-3561151
forward	1	510865	511797	1	1	gene	ybaS	ybaS 510865-511797
forward	1	3352267	3356820	1	1	gene	gltB	gltB 3352267-3356820
forward	1	3356833	3358251	1	1	gene	gltD	gltD 3356833-3358251
forward	1	3358811	3359575	1	1	gene	gltF	gltF 3358811-3359575
forward	1	4292060	4293373	1	1	gene	gltP	gltP 4292060-4293373
forward	1	535810	536688	1	1	gene	glxR	glxR 535810-536688
forward	1	3544195	3545508	1	1	gene	gntT	gntT 3544195-3545508
forward	1	1363574	1364839	1	1	gene	goaG	goaG 1363574-1364839
forward	1	3534414	3534926	1	1	gene	greB	greB 3534414-3534926
forward	1	541112	542257	1	1	gene	glxK	glxK 541112-542257
forward	1	3089897	3090847	1	1	gene	gshB	gshB 3089897-3090847
forward	1	3643929	3645281	1	1	gene	gor	gor 3643929-3645281
forward	1	3453215	3454030	1	1	gene	yheE	yheE 3453215-3454030
forward	1	3454002	3455966	1	1	gene	yheF	yheF 3454002-3455966
forward	1	3455976	3457457	1	1	gene	yheG	yheG 3455976-3457457
forward	1	3457454	3458650	1	1	gene	hofF	hofF 3457454-3458650
forward	1	3458660	3459097	1	1	gene	hofG	hofG 3458660-3459097
forward	1	3459105	3459614	1	1	gene	hofH	hofH 3459105-3459614
forward	1	3459572	3459988	1	1	gene	yheH	yheH 3459572-3459988
forward	1	3459981	3460568	1	1	gene	yheI	yheI 3459981-3460568
forward	1	3460561	3461544	1	1	gene	yheJ	yheJ 3460561-3461544
forward	1	3461556	3462722	1	1	gene	yheK	yheK 3461556-3462722
